age,job,marital,education,default,balance,housing,loan,uid
45,blue-collar,married,unknown,no,850,no,no,21729
33,entrepreneur,married,secondary,no,-627,yes,yes,13067
44,technician,married,secondary,no,0,no,no,8155
48,technician,married,secondary,no,7,no,no,11602
46,technician,married,secondary,no,349,yes,yes,241
27,admin.,single,tertiary,no,662,no,no,33936
38,technician,single,tertiary,no,378,yes,no,15891
50,technician,married,tertiary,no,199,yes,yes,5653
32,management,married,tertiary,no,628,no,no,34035
36,services,single,secondary,no,62,yes,no,304
36,management,married,secondary,no,-267,no,no,15699
52,admin.,married,secondary,no,-732,yes,yes,6572
34,admin.,single,secondary,no,601,no,no,24543
51,blue-collar,married,primary,yes,-283,yes,no,2083
51,management,married,tertiary,no,2455,yes,no,15720
34,technician,single,secondary,no,1313,no,no,43496
55,technician,married,secondary,no,10185,no,no,44513
32,blue-collar,single,secondary,no,255,no,no,8956
45,blue-collar,married,secondary,no,771,yes,no,4328
38,technician,married,secondary,no,4539,no,no,41597
37,services,divorced,secondary,no,241,yes,no,37598
38,blue-collar,single,secondary,no,238,yes,no,35778
25,blue-collar,married,secondary,no,2307,yes,no,18347
50,technician,married,secondary,no,423,no,no,19583
41,housemaid,single,secondary,no,2184,no,no,11635
54,housemaid,married,primary,no,167,yes,no,16022
37,housemaid,married,primary,no,309,no,no,23344
32,management,married,tertiary,no,0,no,no,21539
40,technician,married,tertiary,no,103,yes,no,1207
45,management,single,tertiary,no,16,no,no,18474
58,retired,married,secondary,no,2609,no,no,20683
30,technician,single,tertiary,no,53,no,no,33862
49,technician,married,secondary,no,0,yes,no,14192
56,technician,single,tertiary,no,917,no,no,9777
39,services,married,secondary,no,1930,yes,no,14535
49,technician,divorced,primary,no,1807,no,yes,12569
32,blue-collar,married,secondary,no,489,yes,no,35408
58,blue-collar,married,secondary,no,1826,yes,no,11354
40,blue-collar,married,primary,no,105,yes,no,37908
47,unemployed,married,primary,no,168,yes,no,28683
46,technician,married,unknown,no,557,yes,no,27790
30,technician,married,tertiary,no,0,no,no,15827
37,management,single,tertiary,no,2074,no,no,21451
31,technician,single,tertiary,no,1710,yes,no,5238
40,technician,single,secondary,no,2141,no,no,25220
28,blue-collar,single,secondary,no,475,no,no,13738
34,blue-collar,married,secondary,no,156,yes,no,17506
26,admin.,single,secondary,no,96,no,no,40826
44,unemployed,married,secondary,no,1543,no,no,26018
43,management,married,tertiary,no,228,yes,no,39591
23,technician,single,tertiary,no,1502,no,no,40910
34,services,married,secondary,no,7,yes,no,36567
44,admin.,married,primary,no,-92,no,yes,17201
28,technician,single,tertiary,no,387,yes,no,27954
39,technician,single,secondary,no,1048,yes,yes,31811
29,self-employed,married,secondary,no,123,no,yes,33717
34,technician,single,secondary,no,0,no,no,13849
34,blue-collar,married,primary,no,3868,yes,no,38846
47,blue-collar,married,secondary,no,7985,yes,no,7250
30,technician,single,tertiary,no,0,no,no,23501
46,housemaid,married,primary,no,312,yes,yes,17117
33,management,married,tertiary,no,26721,no,no,30386
51,housemaid,divorced,secondary,no,9228,no,no,15431
49,self-employed,married,secondary,no,-199,yes,yes,28181
31,services,single,secondary,no,0,yes,no,16762
41,technician,married,secondary,no,563,yes,no,20821
48,management,married,tertiary,no,770,no,yes,19175
30,admin.,married,secondary,no,-366,yes,yes,8484
23,services,single,secondary,no,31,no,no,39817
55,services,married,tertiary,no,606,no,yes,24765
39,admin.,married,secondary,no,419,yes,yes,1204
44,entrepreneur,married,tertiary,no,1080,no,yes,12592
45,services,married,secondary,no,1550,yes,no,25309
55,admin.,married,secondary,no,541,yes,yes,14442
41,admin.,single,secondary,no,3895,yes,no,38036
33,entrepreneur,single,tertiary,no,1481,yes,no,37387
34,blue-collar,divorced,secondary,no,882,no,yes,24058
34,blue-collar,single,secondary,no,1599,yes,no,36595
26,technician,single,secondary,yes,-516,yes,no,5620
30,self-employed,single,tertiary,no,578,yes,no,8101
29,services,married,secondary,no,57,yes,no,15833
46,management,divorced,tertiary,no,0,no,yes,23944
29,technician,single,secondary,no,674,no,no,32923
41,technician,single,secondary,no,413,yes,yes,19791
40,unemployed,single,secondary,no,6,no,no,9978
48,management,divorced,tertiary,no,1669,yes,no,8450
31,services,married,secondary,no,25,yes,yes,72
34,admin.,married,secondary,no,4902,yes,no,34861
44,technician,divorced,secondary,no,316,yes,no,15711
33,technician,married,secondary,no,575,no,yes,29913
45,management,single,primary,no,707,yes,no,28235
39,blue-collar,married,secondary,no,1254,yes,no,38253
34,admin.,married,secondary,no,36,no,no,22381
58,retired,married,tertiary,no,136,no,no,23451
38,services,divorced,secondary,no,904,yes,no,32260
46,housemaid,married,primary,no,1175,no,no,19588
44,management,married,tertiary,no,-8,yes,no,36134
37,admin.,single,secondary,no,0,yes,no,32390
28,student,single,secondary,no,4716,yes,no,6056
58,services,married,secondary,no,307,no,no,43358
26,student,single,secondary,no,352,no,no,28554
78,retired,married,primary,no,832,no,no,43667
45,blue-collar,married,primary,no,660,yes,no,14256
32,self-employed,married,tertiary,no,3601,no,no,22449
31,services,single,secondary,no,-205,no,no,44627
34,blue-collar,married,secondary,no,452,yes,no,3626
38,housemaid,married,secondary,no,110,no,no,39445
62,retired,married,secondary,no,816,no,no,41380
36,blue-collar,single,secondary,no,3111,yes,no,4691
33,technician,single,tertiary,no,1190,yes,no,33029
36,blue-collar,married,secondary,no,74,yes,no,35734
42,technician,married,secondary,no,1048,yes,no,30689
51,admin.,single,secondary,yes,-2,no,no,339
30,technician,single,tertiary,no,6683,no,no,28666
38,entrepreneur,married,primary,no,666,yes,no,4562
31,management,single,tertiary,no,24870,yes,no,5134
51,technician,married,secondary,no,271,yes,no,6868
40,entrepreneur,married,secondary,no,1238,yes,no,15548
41,retired,single,primary,no,2579,no,no,44309
41,admin.,single,unknown,no,350,yes,no,28211
26,admin.,single,secondary,yes,-930,yes,no,37711
45,technician,married,secondary,no,1971,yes,no,27649
33,blue-collar,single,secondary,no,4464,yes,no,39516
27,blue-collar,married,secondary,no,61,yes,no,11623
40,blue-collar,married,secondary,no,275,yes,no,42824
33,technician,single,tertiary,no,255,no,no,22298
41,blue-collar,married,secondary,no,271,yes,no,24624
34,management,married,tertiary,no,351,no,no,28775
49,blue-collar,married,primary,no,3915,yes,no,32127
39,blue-collar,married,secondary,no,599,yes,no,9327
29,management,single,tertiary,no,4331,no,no,40494
33,technician,married,secondary,no,14850,yes,no,30497
39,technician,married,secondary,no,381,yes,no,36307
28,services,single,primary,no,302,no,no,8641
25,admin.,single,tertiary,no,1141,yes,no,34509
34,technician,single,secondary,no,1313,no,no,44264
33,blue-collar,married,primary,no,2000,yes,no,37032
26,management,single,tertiary,no,690,no,no,30542
53,admin.,married,secondary,no,10541,no,no,42172
52,technician,married,secondary,no,386,no,no,33087
54,admin.,married,secondary,no,3136,yes,no,25583
18,student,single,unknown,no,35,no,no,41223
48,blue-collar,married,secondary,no,1841,yes,no,7834
30,technician,married,secondary,no,776,no,no,34109
36,technician,married,tertiary,no,543,yes,no,32129
30,management,married,tertiary,no,1077,no,no,43293
30,services,married,secondary,no,253,yes,no,34575
30,services,single,secondary,no,581,yes,no,38257
33,technician,single,secondary,no,4792,no,no,39561
40,management,married,tertiary,no,413,yes,no,2820
44,technician,single,secondary,no,696,yes,no,3976
33,blue-collar,married,secondary,no,216,yes,yes,32509
41,blue-collar,married,secondary,no,523,yes,no,31632
43,management,married,tertiary,no,715,no,no,21960
32,blue-collar,married,secondary,no,-230,yes,no,14300
55,blue-collar,divorced,secondary,no,4053,no,no,9424
24,student,single,secondary,no,822,no,no,44315
33,admin.,married,secondary,no,252,yes,no,16035
32,blue-collar,married,primary,no,29050,yes,yes,5008
31,student,single,tertiary,no,479,yes,no,7426
34,entrepreneur,single,secondary,no,318,yes,no,33293
45,technician,single,tertiary,no,2087,no,no,23958
66,retired,married,primary,no,1004,no,no,43572
31,blue-collar,married,secondary,no,-325,yes,yes,6420
45,management,married,tertiary,no,-319,yes,no,5407
52,services,divorced,primary,no,111,yes,no,2126
53,management,married,tertiary,no,6571,no,no,42868
45,housemaid,married,tertiary,no,0,no,no,9898
55,services,divorced,secondary,no,2166,yes,no,7044
35,blue-collar,single,secondary,no,0,yes,no,36309
38,management,single,tertiary,no,0,no,no,11086
38,management,single,tertiary,no,427,yes,no,24885
47,admin.,single,secondary,no,3531,yes,no,12725
52,management,married,tertiary,no,583,no,no,41131
32,admin.,married,tertiary,no,233,yes,no,31533
47,housemaid,married,primary,no,0,yes,no,16627
25,entrepreneur,single,tertiary,no,347,no,no,41185
48,blue-collar,married,primary,no,3267,yes,no,36998
47,services,single,secondary,no,33,yes,no,34508
55,services,divorced,secondary,no,322,yes,no,27829
47,admin.,married,unknown,no,0,yes,no,1001
30,services,divorced,secondary,no,1016,yes,no,7122
34,admin.,married,secondary,no,580,yes,yes,36348
40,blue-collar,single,unknown,no,4370,yes,no,3071
31,blue-collar,single,secondary,no,2137,no,no,7219
82,retired,married,unknown,no,211,no,no,33767
39,services,married,secondary,no,702,yes,no,31837
32,blue-collar,married,primary,no,2085,yes,yes,26292
44,technician,married,tertiary,no,0,no,no,21148
50,technician,married,secondary,no,-353,yes,yes,24987
36,admin.,divorced,primary,no,227,no,no,13696
73,management,married,tertiary,no,1609,no,no,40570
82,unknown,divorced,unknown,no,0,no,no,41525
52,blue-collar,married,secondary,no,633,yes,no,37879
55,unemployed,single,primary,no,274,no,no,30813
52,management,married,tertiary,no,25,no,yes,14512
36,technician,married,secondary,no,2779,no,no,45106
47,technician,married,secondary,no,-226,yes,no,14122
38,technician,divorced,secondary,no,1,no,yes,16358
35,management,married,tertiary,no,15298,no,no,19689
53,technician,single,secondary,no,530,no,yes,15430
56,retired,married,secondary,no,485,no,no,17994
38,technician,married,secondary,no,10596,no,no,41177
36,admin.,single,secondary,no,787,no,no,10939
33,management,single,tertiary,no,372,yes,yes,35045
50,housemaid,married,secondary,no,7317,yes,no,37174
41,blue-collar,married,primary,no,795,yes,yes,32317
40,blue-collar,married,secondary,no,211,yes,no,359
59,retired,married,secondary,no,2396,no,no,23205
46,technician,married,secondary,no,4956,yes,no,3900
44,blue-collar,married,primary,no,582,no,no,15535
22,student,single,secondary,no,4038,yes,no,38481
62,management,married,secondary,no,1128,no,no,44656
31,blue-collar,married,secondary,no,631,yes,no,33385
51,technician,married,secondary,no,563,yes,no,24470
44,services,married,secondary,no,908,yes,yes,17147
46,technician,single,secondary,yes,-1124,yes,yes,1778
35,management,single,tertiary,no,107,yes,no,34732
28,blue-collar,single,secondary,no,623,no,no,11302
47,blue-collar,married,unknown,no,2458,no,no,16740
37,management,single,tertiary,no,62,yes,no,44383
55,technician,divorced,tertiary,no,56,no,no,23176
76,retired,divorced,primary,no,802,no,no,41506
32,services,married,secondary,no,1464,yes,no,8494
32,management,single,tertiary,no,1131,yes,no,4697
25,student,single,secondary,no,1028,no,no,44478
33,blue-collar,divorced,secondary,no,474,no,no,16127
38,technician,single,secondary,no,1130,no,no,40080
43,blue-collar,married,primary,no,1211,yes,no,746
31,self-employed,single,secondary,no,762,no,no,20349
87,retired,married,secondary,no,433,no,no,42495
36,management,married,tertiary,no,0,yes,no,24955
25,blue-collar,single,primary,no,2483,no,no,13945
28,management,single,tertiary,no,355,yes,yes,7057
47,entrepreneur,married,unknown,no,1179,yes,yes,18625
59,management,married,tertiary,no,3998,yes,no,14837
35,management,single,tertiary,no,992,no,yes,44642
33,blue-collar,single,secondary,no,0,no,no,17024
64,management,married,unknown,no,2352,no,no,43620
34,blue-collar,married,secondary,no,261,yes,no,29602
25,admin.,single,tertiary,no,3730,yes,no,31182
29,technician,single,secondary,no,120,no,no,29123
32,blue-collar,married,secondary,no,931,yes,no,8495
44,management,married,tertiary,no,0,no,no,21914
45,entrepreneur,single,tertiary,no,1410,yes,no,2984
35,admin.,single,secondary,no,368,yes,no,4029
46,blue-collar,married,secondary,no,425,yes,no,9440
49,services,married,secondary,no,320,no,no,30993
34,management,single,tertiary,no,2093,no,no,20027
50,entrepreneur,divorced,tertiary,no,315,no,no,44131
34,technician,married,secondary,no,210,yes,yes,36772
41,admin.,married,secondary,no,1535,yes,no,36628
30,technician,single,tertiary,no,411,no,no,41937
30,services,single,secondary,no,334,no,no,28524
29,blue-collar,married,primary,no,410,no,yes,16967
39,management,divorced,tertiary,no,155,yes,no,26658
37,blue-collar,married,secondary,no,700,yes,no,37825
37,technician,divorced,secondary,no,4965,no,no,19266
30,services,married,secondary,no,699,yes,no,7233
31,services,single,secondary,no,24,no,no,15491
35,blue-collar,married,secondary,no,449,yes,no,17333
49,management,married,tertiary,no,2139,no,no,19085
50,management,single,tertiary,no,567,yes,no,3921
18,student,single,primary,no,1944,no,no,40737
33,services,single,secondary,no,310,yes,no,36504
45,blue-collar,married,secondary,no,10252,no,no,34183
35,management,single,tertiary,no,467,yes,no,20955
48,technician,married,secondary,no,480,no,yes,16318
51,blue-collar,married,unknown,no,0,yes,no,35597
48,services,single,secondary,no,2749,no,no,25665
57,entrepreneur,married,unknown,no,657,no,no,10340
37,admin.,married,tertiary,no,103,yes,yes,43563
32,technician,single,secondary,no,945,no,no,34306
42,self-employed,married,tertiary,no,0,no,no,23682
33,self-employed,married,tertiary,no,1278,no,no,44934
55,admin.,married,secondary,no,128,no,no,21905
36,technician,married,secondary,no,197,yes,no,35555
30,services,married,secondary,no,-134,yes,yes,12762
59,retired,married,secondary,no,1449,yes,yes,16484
78,retired,divorced,primary,no,1389,no,no,43432
59,retired,single,secondary,no,1150,no,no,10136
85,retired,married,primary,no,1255,no,no,42691
50,admin.,married,secondary,no,298,no,yes,17479
33,management,single,tertiary,no,28,yes,no,5087
34,technician,married,tertiary,no,0,yes,no,4730
30,admin.,single,secondary,no,222,yes,no,35224
40,self-employed,married,primary,no,92,yes,no,2469
36,management,married,tertiary,no,1125,yes,yes,3956
37,entrepreneur,married,tertiary,no,41,no,no,14357
46,entrepreneur,married,secondary,no,583,yes,no,4601
34,blue-collar,married,secondary,no,0,yes,no,24712
39,services,married,secondary,no,1205,yes,no,694
24,blue-collar,married,primary,no,656,yes,no,3841
35,blue-collar,married,primary,no,-367,yes,no,36318
40,management,married,tertiary,no,1584,yes,no,27419
41,management,married,tertiary,no,651,no,no,18946
34,admin.,divorced,secondary,no,479,yes,no,36539
41,management,married,tertiary,no,49,yes,no,15149
58,services,divorced,secondary,no,-158,no,no,15384
34,management,married,tertiary,no,255,no,no,23340
30,blue-collar,single,secondary,no,435,yes,yes,5243
49,blue-collar,married,primary,no,1032,yes,no,8208
30,admin.,married,secondary,yes,23,no,yes,30078
29,student,single,tertiary,no,459,no,no,43799
49,management,single,tertiary,no,5689,no,no,41364
32,blue-collar,married,secondary,no,557,no,no,30126
59,services,divorced,secondary,no,136,no,yes,13120
32,management,divorced,tertiary,no,1145,yes,no,36232
41,blue-collar,married,primary,no,178,yes,no,44244
38,blue-collar,married,secondary,no,105,yes,no,27875
58,blue-collar,married,secondary,no,590,no,yes,9013
49,blue-collar,married,primary,no,126,no,no,12541
46,technician,married,secondary,no,1028,yes,no,29375
48,admin.,married,secondary,no,933,no,no,17634
58,retired,married,unknown,no,96,yes,no,45
40,technician,married,secondary,no,96,yes,yes,6027
33,blue-collar,married,secondary,no,686,yes,yes,38077
30,services,married,secondary,no,675,yes,no,4868
53,blue-collar,married,secondary,no,5700,yes,no,2868
29,management,married,tertiary,no,20,yes,no,36625
42,technician,married,secondary,no,1018,no,no,21330
37,admin.,single,tertiary,no,224,yes,no,13672
43,unemployed,married,primary,no,-178,yes,no,1960
50,blue-collar,married,secondary,no,1400,yes,no,36361
47,technician,married,tertiary,no,3690,no,no,19496
34,blue-collar,married,primary,no,3,yes,no,36003
61,management,married,secondary,no,544,no,no,42586
53,services,married,secondary,no,660,no,no,28927
39,entrepreneur,married,tertiary,yes,1,yes,yes,7116
30,management,single,tertiary,no,149,yes,no,8496
27,management,single,tertiary,no,148,yes,no,18636
46,management,married,tertiary,no,2817,no,no,41604
60,technician,married,primary,no,2301,no,no,33843
46,technician,married,secondary,no,6993,yes,no,33048
40,technician,single,secondary,no,-239,no,no,20935
24,student,single,secondary,no,228,no,no,41197
32,technician,married,tertiary,no,4089,no,no,39619
49,services,married,unknown,no,1499,yes,no,35835
52,blue-collar,married,primary,no,655,yes,yes,18568
44,blue-collar,married,primary,no,2657,yes,no,12242
49,services,married,secondary,yes,-249,no,no,17528
49,self-employed,married,secondary,no,2061,yes,yes,7798
40,blue-collar,divorced,secondary,no,94,yes,no,28290
28,management,single,tertiary,no,145,yes,no,33213
33,management,single,tertiary,no,641,yes,no,29959
32,admin.,divorced,tertiary,no,-127,yes,no,7769
45,blue-collar,married,primary,no,626,yes,no,2879
31,technician,single,secondary,no,49,yes,no,12915
55,management,divorced,secondary,no,394,no,no,9299
59,housemaid,married,primary,no,0,no,no,8968
32,technician,single,tertiary,no,259,no,no,15972
34,management,single,tertiary,no,0,no,no,16583
41,unknown,single,tertiary,no,1567,no,no,40400
41,technician,single,secondary,no,297,no,yes,20438
43,management,married,tertiary,no,21510,no,no,19967
45,blue-collar,married,primary,no,0,yes,yes,36686
25,technician,single,secondary,no,1312,yes,no,32473
41,self-employed,married,primary,no,204,no,no,20699
29,student,single,secondary,no,154,yes,no,36997
58,management,married,tertiary,no,1697,no,no,12078
32,services,married,secondary,no,1977,yes,yes,38800
40,blue-collar,married,secondary,no,5060,no,no,24144
27,housemaid,married,primary,no,275,yes,no,37975
40,management,single,secondary,no,9916,no,no,25352
41,technician,married,secondary,no,3275,yes,no,24761
46,technician,married,secondary,no,1029,yes,no,2804
45,technician,married,secondary,no,34,no,no,23074
47,blue-collar,married,secondary,no,1968,yes,no,18330
26,unemployed,single,tertiary,no,77,no,no,43553
59,retired,married,primary,no,2632,no,no,39966
33,technician,single,secondary,no,2481,no,no,20509
29,student,single,secondary,no,1124,no,no,44598
25,blue-collar,married,secondary,no,300,yes,yes,4203
56,retired,divorced,secondary,no,212,no,yes,15260
53,blue-collar,divorced,primary,no,255,yes,no,1424
46,services,married,primary,no,860,no,no,17018
36,admin.,single,tertiary,no,994,no,no,42910
35,blue-collar,married,secondary,no,514,yes,no,4728
34,blue-collar,married,secondary,no,34,no,no,28682
55,retired,married,primary,no,3876,no,no,26947
37,unknown,married,primary,no,808,no,no,9216
56,retired,married,primary,no,556,yes,no,23502
28,management,married,tertiary,no,3694,no,yes,13183
42,admin.,single,secondary,no,2534,no,no,17622
45,technician,divorced,secondary,no,1738,no,no,19528
31,admin.,single,secondary,no,131,yes,no,40250
59,retired,divorced,primary,no,81,yes,no,115
31,blue-collar,married,secondary,no,-596,yes,no,15782
43,blue-collar,married,secondary,no,117,yes,no,37657
45,blue-collar,married,primary,no,900,yes,no,9890
32,management,single,tertiary,no,1512,no,yes,21103
34,technician,single,secondary,no,105,yes,no,24199
39,blue-collar,married,secondary,no,472,yes,no,28633
48,admin.,divorced,secondary,no,83,yes,no,37261
60,retired,married,tertiary,no,486,no,no,23569
42,admin.,married,secondary,no,976,yes,no,15291
33,management,married,tertiary,no,0,yes,no,34371
57,admin.,divorced,secondary,no,4378,yes,no,4163
38,technician,married,secondary,no,217,no,yes,14904
38,blue-collar,single,primary,no,490,yes,yes,44601
36,blue-collar,married,primary,no,250,yes,no,1311
41,blue-collar,single,secondary,no,304,yes,no,7957
44,housemaid,married,secondary,no,2541,no,no,23339
40,admin.,married,tertiary,no,1108,no,no,40807
36,management,single,tertiary,no,142,yes,no,16945
33,technician,single,tertiary,no,8047,yes,no,39008
41,management,married,tertiary,no,1468,yes,no,31453
34,management,married,tertiary,no,169,no,no,22781
49,blue-collar,divorced,primary,no,15,yes,no,6529
39,management,married,secondary,no,517,yes,no,25234
32,blue-collar,married,primary,no,1877,yes,no,3793
40,services,married,secondary,no,111,yes,no,16398
27,blue-collar,married,secondary,no,1341,yes,yes,7743
65,retired,married,secondary,no,23421,no,no,42833
30,management,single,tertiary,no,370,no,no,22440
31,technician,married,secondary,no,-360,yes,no,6426
40,management,married,tertiary,no,9366,no,no,42217
33,blue-collar,divorced,secondary,no,-238,yes,no,2705
37,unemployed,married,secondary,no,86,no,no,28160
57,blue-collar,married,primary,no,2112,no,no,20439
29,technician,married,secondary,no,1180,yes,no,32771
48,management,married,tertiary,no,370,yes,no,28852
35,blue-collar,married,secondary,no,53,yes,no,8269
62,retired,married,secondary,no,3340,no,no,40624
38,blue-collar,married,primary,no,0,yes,no,24617
35,self-employed,married,tertiary,no,137,no,no,30458
29,self-employed,single,tertiary,no,1579,no,no,45005
30,management,single,tertiary,no,376,yes,no,27020
31,services,married,secondary,no,1020,yes,no,26093
53,blue-collar,married,primary,no,2144,yes,no,35515
37,management,single,tertiary,no,553,no,no,20472
41,technician,married,secondary,no,1385,no,no,10789
53,blue-collar,married,primary,no,600,yes,no,2918
28,services,married,secondary,no,633,no,yes,17045
52,blue-collar,divorced,secondary,no,306,yes,no,6024
24,self-employed,single,unknown,no,1179,no,no,39534
44,blue-collar,married,secondary,no,0,no,no,34634
38,technician,married,secondary,no,27,yes,no,8482
39,self-employed,divorced,secondary,no,0,yes,no,5441
30,services,single,primary,no,0,yes,yes,25564
44,blue-collar,married,secondary,no,96,yes,no,18480
56,admin.,single,secondary,no,791,yes,no,39102
34,technician,married,tertiary,no,149,no,no,22364
36,services,single,secondary,no,398,yes,yes,11050
51,management,married,tertiary,no,9796,no,yes,9378
28,technician,single,secondary,no,1581,no,yes,12953
27,self-employed,single,secondary,no,23,yes,no,35738
31,services,married,secondary,no,407,yes,no,32187
45,blue-collar,single,tertiary,no,-243,no,yes,13279
63,admin.,married,secondary,no,-40,no,no,33726
29,services,single,secondary,no,184,no,no,14482
34,blue-collar,married,secondary,no,640,yes,no,33854
55,unemployed,married,secondary,no,1161,yes,no,28108
36,blue-collar,married,primary,no,287,yes,no,7683
37,blue-collar,divorced,secondary,no,625,yes,no,38677
32,blue-collar,married,secondary,no,17332,yes,yes,33106
57,housemaid,married,primary,no,688,no,no,15850
57,management,married,secondary,no,0,no,no,27857
35,services,married,secondary,no,-489,yes,no,10003
57,blue-collar,married,secondary,no,1540,yes,no,24275
38,blue-collar,married,primary,no,1495,yes,no,8293
45,admin.,married,secondary,no,236,no,no,22038
50,management,married,tertiary,no,1612,no,no,41588
34,admin.,married,secondary,no,613,yes,no,40067
34,entrepreneur,married,secondary,no,3119,yes,no,5187
45,admin.,single,secondary,no,276,no,yes,9930
33,technician,single,tertiary,no,2412,yes,no,37971
54,retired,married,primary,no,2243,no,no,10409
59,technician,divorced,secondary,no,0,no,no,23791
42,services,divorced,secondary,no,444,no,no,27292
58,entrepreneur,single,tertiary,yes,6162,no,yes,29722
26,blue-collar,married,primary,no,0,yes,no,4854
42,blue-collar,married,secondary,no,388,yes,yes,4011
35,blue-collar,single,secondary,no,88,yes,no,3961
37,blue-collar,married,secondary,no,131,yes,no,1868
29,management,single,tertiary,no,985,yes,no,44276
52,technician,married,secondary,no,470,no,no,23296
48,blue-collar,married,secondary,no,-6,yes,no,8602
41,technician,single,secondary,no,-320,yes,no,1655
52,technician,married,secondary,no,196,yes,yes,43134
42,unemployed,married,secondary,no,-523,yes,no,36432
50,admin.,married,secondary,no,231,yes,no,27174
35,blue-collar,divorced,primary,no,4401,yes,no,35022
39,management,married,tertiary,no,494,no,no,44745
35,technician,married,secondary,no,19,no,no,22426
28,technician,single,secondary,no,181,yes,no,17239
54,services,married,secondary,no,386,yes,no,44367
38,technician,married,secondary,no,-6,no,no,22978
37,services,married,secondary,no,1498,yes,no,33393
59,blue-collar,divorced,primary,no,989,no,no,40575
35,blue-collar,married,secondary,no,-518,yes,no,18396
42,services,divorced,secondary,no,108,no,no,17059
27,admin.,single,secondary,no,116,no,no,28717
30,management,single,tertiary,no,3849,no,no,23929
46,management,married,primary,no,3229,yes,no,33153
30,blue-collar,married,secondary,no,458,yes,no,2217
29,entrepreneur,married,secondary,no,422,yes,no,38637
31,technician,single,secondary,no,538,yes,no,33060
43,management,married,tertiary,no,177,no,no,11886
43,blue-collar,married,secondary,no,1324,yes,no,36665
32,blue-collar,single,primary,no,18,yes,yes,34979
54,management,married,tertiary,no,11563,yes,no,20528
32,services,single,secondary,no,-23,no,no,13847
38,technician,married,secondary,no,958,yes,no,25367
36,technician,single,secondary,no,12264,no,no,44973
57,management,married,secondary,no,-868,yes,yes,16415
60,management,married,secondary,no,0,no,no,41153
25,student,single,secondary,no,520,yes,no,35302
33,management,married,tertiary,no,81,yes,no,39377
26,services,single,secondary,no,76,yes,no,8541
29,unemployed,single,tertiary,no,0,yes,yes,3863
30,entrepreneur,single,tertiary,no,676,no,yes,16051
55,retired,divorced,secondary,no,13,yes,no,36183
37,housemaid,married,primary,no,2410,no,no,18910
30,admin.,single,tertiary,no,253,yes,no,5622
60,retired,married,secondary,no,7038,no,no,44946
27,management,single,unknown,no,3196,no,no,30996
44,management,married,secondary,no,597,yes,no,19549
41,self-employed,single,tertiary,no,-94,yes,no,29935
38,management,married,tertiary,no,536,yes,no,44259
31,blue-collar,married,secondary,no,457,yes,no,36136
53,unemployed,single,primary,no,183,no,no,40216
37,admin.,married,secondary,no,-356,no,yes,1913
30,services,divorced,secondary,no,341,yes,no,37294
47,admin.,married,secondary,no,-185,yes,no,15335
33,admin.,single,secondary,no,1779,yes,no,5136
52,self-employed,married,secondary,no,6353,yes,yes,4229
53,management,married,secondary,no,1925,yes,no,5714
36,management,single,tertiary,no,-38,yes,no,2967
44,services,divorced,secondary,no,206,yes,no,37569
36,management,single,tertiary,no,442,yes,yes,17587
39,services,married,secondary,no,3294,no,yes,26204
57,technician,divorced,secondary,no,1244,yes,no,15370
39,technician,single,tertiary,no,54,yes,no,17502
53,blue-collar,married,primary,no,4793,yes,no,33580
32,blue-collar,married,primary,no,885,yes,no,5033
47,management,married,tertiary,no,2351,no,no,31294
28,blue-collar,married,secondary,no,131,yes,no,2046
35,blue-collar,married,secondary,no,0,yes,yes,7091
48,admin.,married,secondary,no,306,no,yes,10982
37,self-employed,single,primary,no,235,yes,no,33051
35,blue-collar,married,secondary,no,2432,yes,no,37943
34,admin.,single,tertiary,no,1199,no,no,25269
36,unemployed,married,tertiary,no,4145,no,no,12248
25,technician,single,tertiary,no,800,yes,no,2664
54,management,married,tertiary,no,0,no,no,21007
32,management,single,tertiary,no,0,no,no,23836
40,self-employed,married,secondary,no,0,yes,no,36049
45,blue-collar,divorced,primary,no,1805,no,no,12739
26,blue-collar,married,secondary,no,245,yes,no,7071
41,blue-collar,married,primary,no,-204,yes,yes,9593
30,blue-collar,married,primary,no,595,yes,no,5304
32,technician,single,secondary,no,0,no,no,22996
36,admin.,married,tertiary,no,425,no,no,12200
35,management,divorced,tertiary,no,649,no,no,43490
38,services,married,secondary,no,-140,no,no,12310
42,management,single,tertiary,no,10561,no,no,4026
52,management,divorced,tertiary,no,907,yes,no,8816
46,housemaid,married,primary,no,3512,no,no,42089
51,admin.,divorced,secondary,no,2195,yes,no,2550
78,retired,married,primary,no,2735,no,no,31152
60,retired,divorced,primary,no,61,yes,no,16366
44,management,divorced,tertiary,no,96,no,no,22702
39,management,married,secondary,no,794,yes,no,29930
29,admin.,married,tertiary,no,238,no,no,40831
35,management,married,tertiary,no,739,yes,no,36494
26,management,single,tertiary,no,3,yes,no,16264
30,services,married,tertiary,no,2025,yes,no,32838
29,student,single,secondary,no,1854,no,no,34186
59,entrepreneur,married,tertiary,no,712,yes,no,10080
52,admin.,married,secondary,no,199,no,no,27943
40,blue-collar,married,primary,no,3462,yes,no,30985
33,management,married,tertiary,no,1514,no,no,44497
49,housemaid,married,primary,no,-75,no,yes,22714
59,management,divorced,tertiary,yes,0,no,no,29799
56,blue-collar,married,secondary,no,771,yes,yes,11470
32,management,single,tertiary,no,0,no,no,27687
