UID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus
2542,Jan,4,Thursday,Pontiac,Rural,Monday,Jan,5,Male,Married
9833,Jul,3,Wednesday,Toyota,Urban,Thursday,Jul,5,Male,Single
9133,Nov,2,Wednesday,Chevrolet,Urban,Friday,Nov,2,Male,Married
6721,Jan,3,Friday,Mazda,Urban,Tuesday,Jan,5,Female,Single
6443,Sep,2,Tuesday,VW,Urban,Tuesday,Sep,2,Male,Married
6881,Jan,4,Tuesday,Dodge,Urban,Wednesday,Jan,4,Male,Single
13480,Sep,2,Friday,Chevrolet,Urban,Monday,Sep,4,Male,Married
7184,Jul,1,Tuesday,Pontiac,Rural,Friday,Jul,3,Male,Married
4090,Oct,4,Thursday,Mazda,Urban,Monday,Oct,5,Male,Married
3715,Mar,5,Wednesday,Toyota,Urban,Friday,Mar,5,Male,Married
14995,Dec,4,Wednesday,Honda,Urban,Friday,Dec,5,Male,Married
14449,Mar,3,Tuesday,Pontiac,Urban,Thursday,Mar,3,Male,Married
8911,May,4,Monday,Ford,Urban,Tuesday,May,4,Male,Married
594,Jul,2,Tuesday,Mazda,Urban,Wednesday,Jul,2,Female,Married
7485,Jun,3,Tuesday,VW,Urban,Monday,Jun,3,Male,Married
3292,May,2,Monday,Dodge,Urban,Monday,May,2,Male,Married
14917,May,1,Tuesday,Honda,Rural,Monday,May,5,Male,Single
13993,May,2,Wednesday,Pontiac,Urban,Wednesday,May,2,Male,Single
10566,Aug,2,Tuesday,Honda,Urban,Friday,Aug,2,Male,Single
10061,Aug,1,Wednesday,Mazda,Urban,Thursday,Aug,1,Male,Married
3883,Mar,1,Sunday,Pontiac,Urban,Monday,Mar,1,Male,Married
4877,May,2,Tuesday,Honda,Urban,Wednesday,May,2,Male,Married
1955,Jun,5,Sunday,Chevrolet,Urban,Wednesday,Sep,5,Male,Married
374,Mar,3,Saturday,Honda,Urban,Monday,Mar,3,Male,Single
11060,Mar,4,Saturday,Pontiac,Rural,Tuesday,Mar,5,Male,Married
12191,Nov,1,Sunday,Chevrolet,Urban,Monday,Nov,2,Male,Married
4355,Jun,2,Tuesday,Honda,Urban,Wednesday,Jun,4,Male,Married
5715,Jul,1,Tuesday,Toyota,Urban,Monday,Jul,2,Male,Married
6869,Aug,1,Saturday,Mazda,Urban,Tuesday,Aug,2,Male,Married
14813,Aug,5,Sunday,Honda,Rural,Monday,Aug,5,Male,Single
14100,Aug,3,Thursday,Pontiac,Urban,Wednesday,Sep,3,Male,Married
8432,Apr,5,Saturday,Accura,Rural,Wednesday,May,1,Male,Married
1668,May,1,Sunday,Honda,Urban,Monday,May,1,Male,Single
6887,Jan,2,Friday,Mazda,Urban,Tuesday,Jan,3,Female,Single
2688,Jun,2,Sunday,Toyota,Urban,Monday,Jun,3,Male,Married
6616,Sep,3,Monday,Chevrolet,Urban,Monday,Sep,3,Male,Married
6957,Oct,4,Sunday,Toyota,Urban,Monday,Oct,4,Female,Married
6722,Sep,4,Tuesday,Honda,Urban,Wednesday,Sep,5,Female,Married
4459,Apr,1,Wednesday,Toyota,Urban,Monday,Apr,2,Male,Single
10877,Mar,3,Friday,Toyota,Urban,Monday,Mar,3,Male,Single
12710,Nov,2,Saturday,Honda,Urban,Monday,Nov,3,Male,Single
6235,Nov,1,Friday,Accura,Urban,Tuesday,Dec,1,Male,Married
5149,Dec,1,Wednesday,Chevrolet,Rural,Tuesday,Dec,2,Male,Married
5870,Sep,4,Sunday,Mazda,Urban,Tuesday,Sep,4,Male,Single
8500,Feb,4,Saturday,Chevrolet,Rural,Wednesday,Mar,1,Male,Single
5768,May,2,Tuesday,Mazda,Urban,Friday,May,2,Male,Married
2878,Jun,3,Thursday,Pontiac,Urban,Thursday,Jun,3,Female,Married
3462,May,2,Sunday,Mazda,Urban,Friday,May,2,Male,Married
3642,Jan,3,Friday,Honda,Urban,Wednesday,Jan,3,Male,Single
1245,Jan,4,Wednesday,Honda,Urban,Monday,Jan,5,Male,Married
13471,Jun,1,Friday,Mazda,Urban,Tuesday,Jun,1,Male,Married
10465,Mar,1,Thursday,Pontiac,Urban,Friday,Mar,1,Female,Married
7111,Jan,4,Tuesday,Pontiac,Urban,Wednesday,Jan,4,Male,Married
9469,Oct,4,Sunday,Pontiac,Urban,Wednesday,Oct,4,Male,Single
10734,Oct,5,Saturday,Mazda,Urban,Monday,Oct,5,Male,Married
9187,Oct,5,Friday,Pontiac,Urban,Monday,Oct,5,Male,Married
927,Mar,4,Tuesday,Toyota,Urban,Friday,Mar,4,Male,Married
14660,Aug,4,Sunday,Toyota,Rural,Friday,Sep,1,Male,Single
13639,Oct,3,Thursday,Pontiac,Urban,Thursday,Oct,3,Female,Single
10933,Jun,5,Wednesday,Honda,Urban,Friday,Jul,1,Male,Married
1041,Mar,3,Saturday,Chevrolet,Rural,Monday,Mar,4,Male,Single
3083,Jul,2,Thursday,Pontiac,Urban,Monday,Jul,3,Male,Married
8877,Dec,5,Wednesday,Pontiac,Rural,Wednesday,Jan,1,Male,Married
13326,Jan,2,Sunday,Honda,Urban,Tuesday,Jan,2,Female,Single
3213,Feb,5,Monday,Honda,Urban,Tuesday,Mar,1,Male,Single
10176,Jan,5,Saturday,Pontiac,Urban,Wednesday,Feb,1,Male,Single
3945,Feb,4,Saturday,Toyota,Urban,Wednesday,Mar,2,Male,Single
11480,May,2,Saturday,Pontiac,Rural,Monday,May,2,Male,Single
7311,Jul,1,Wednesday,Pontiac,Urban,Thursday,Jul,1,Male,Married
14655,Mar,3,Friday,Dodge,Urban,Wednesday,Mar,4,Male,Married
482,Jan,2,Friday,Pontiac,Urban,Tuesday,Jan,3,Male,Married
3791,May,4,Thursday,Pontiac,Rural,Friday,May,4,Male,Married
3964,Feb,3,Tuesday,Chevrolet,Urban,Thursday,Feb,3,Male,Married
10693,Mar,2,Thursday,Mazda,Urban,Thursday,Mar,2,Male,Married
10771,Mar,2,Sunday,Mazda,Urban,Wednesday,Mar,3,Male,Married
12339,Nov,1,Friday,Honda,Urban,Monday,Nov,1,Female,Married
7395,Nov,3,Monday,Mazda,Urban,Wednesday,Nov,3,Male,Married
4108,Apr,2,Saturday,Mazda,Urban,Monday,Apr,2,Male,Single
5079,Jul,3,Thursday,Toyota,Rural,Monday,Jul,3,Male,Married
13329,Sep,3,Friday,Chevrolet,Rural,Tuesday,Sep,3,Male,Single
11582,Jun,4,Wednesday,Chevrolet,Urban,Friday,Jun,4,Male,Married
1892,Mar,3,Sunday,Ford,Urban,Tuesday,Mar,4,Male,Married
10629,Mar,2,Tuesday,Toyota,Urban,Thursday,Mar,2,Male,Married
3672,Jan,3,Tuesday,Toyota,Urban,Tuesday,Jan,3,Male,Married
12315,May,3,Thursday,Mazda,Urban,Monday,May,4,Male,Married
4615,Apr,4,Thursday,Honda,Urban,Tuesday,Apr,4,Male,Married
13717,Dec,5,Wednesday,Honda,Urban,Monday,Jan,1,Male,Single
4632,Jul,2,Thursday,Pontiac,Urban,Wednesday,Jul,2,Female,Single
13409,Jul,2,Friday,Honda,Urban,Monday,Jul,2,Male,Married
4652,Dec,2,Tuesday,Toyota,Urban,Thursday,Dec,3,Male,Married
7613,May,2,Wednesday,Honda,Rural,Friday,May,3,Male,Single
2512,Dec,3,Thursday,Pontiac,Rural,Friday,Dec,3,Male,Married
10525,Nov,5,Monday,Chevrolet,Urban,Monday,Dec,2,Male,Married
10290,Jan,3,Saturday,Pontiac,Rural,Tuesday,Jan,3,Male,Married
11405,Dec,1,Friday,Honda,Urban,Monday,Dec,3,Male,Married
9003,Jul,5,Monday,Chevrolet,Urban,Tuesday,Aug,1,Female,Married
10033,May,4,Monday,Toyota,Urban,Thursday,Jun,1,Male,Married
13642,Mar,5,Thursday,Toyota,Urban,Tuesday,Apr,1,Male,Single
12720,Oct,3,Wednesday,VW,Rural,Tuesday,Oct,4,Male,Married
1825,Jun,5,Thursday,Honda,Urban,Thursday,Jul,1,Male,Single
764,Apr,1,Monday,Chevrolet,Rural,Monday,Apr,1,Female,Married
4521,Apr,1,Monday,Pontiac,Urban,Wednesday,Apr,1,Male,Married
11388,Oct,3,Tuesday,VW,Urban,Thursday,Nov,2,Male,Married
8276,Jul,1,Wednesday,Honda,Urban,Wednesday,Jul,1,Male,Married
6372,Feb,5,Monday,Toyota,Urban,Wednesday,Mar,3,Female,Married
9312,Sep,2,Monday,Ford,Urban,Thursday,Nov,2,Male,Married
8628,Feb,3,Tuesday,Toyota,Urban,Tuesday,Feb,3,Male,Married
4702,Oct,2,Sunday,Toyota,Urban,Tuesday,Dec,3,Male,Single
6070,Jun,4,Monday,Nisson,Urban,Tuesday,Jun,5,Male,Married
10388,Feb,4,Monday,Mazda,Urban,Monday,Mar,1,Male,Married
4213,Sep,2,Tuesday,Pontiac,Urban,Tuesday,Sep,2,Male,Married
21,Jan,2,Saturday,Chevrolet,Urban,Monday,Jan,2,Male,Married
1333,Feb,3,Thursday,Pontiac,Urban,Monday,Feb,4,Male,Married
2909,Apr,3,Saturday,Toyota,Rural,Thursday,Jun,4,Female,Single
13780,Jan,4,Monday,Chevrolet,Urban,Monday,Jan,5,Female,Married
129,Nov,4,Monday,Honda,Urban,Tuesday,Nov,4,Male,Single
12121,Mar,1,Thursday,Toyota,Urban,Monday,Mar,1,Male,Married
7661,Jul,1,Monday,Chevrolet,Rural,Monday,Jul,1,Male,Single
7582,Sep,3,Wednesday,Mazda,Urban,Thursday,Sep,3,Male,Married
744,Apr,2,Thursday,Pontiac,Urban,Wednesday,May,2,Male,Married
7827,Aug,2,Friday,Mazda,Rural,Friday,Aug,3,Male,Married
5541,Aug,1,Friday,Toyota,Rural,Tuesday,Aug,2,Male,Married
13632,Aug,2,Wednesday,Accura,Urban,Wednesday,Aug,2,Male,Married
12788,May,3,Friday,Toyota,Urban,Monday,May,4,Male,Single
6345,Apr,1,Saturday,Chevrolet,Urban,Wednesday,Apr,1,Male,Married
4124,Mar,3,Monday,Toyota,Urban,Monday,Mar,3,Male,Single
12854,Nov,1,Friday,Pontiac,Rural,Tuesday,Nov,2,Male,Married
13772,Jan,2,Tuesday,Toyota,Urban,Wednesday,Jan,2,Female,Married
11830,Jan,2,Thursday,Pontiac,Urban,Thursday,Jan,2,Female,Single
6729,Jul,2,Tuesday,Mazda,Urban,Tuesday,Jul,2,Male,Single
10921,Nov,2,Thursday,Pontiac,Rural,Tuesday,Nov,3,Male,Single
8803,Jan,1,Wednesday,Pontiac,Urban,Monday,Jan,3,Female,Single
2785,Aug,2,Wednesday,Toyota,Urban,Wednesday,Aug,3,Male,Single
6303,Aug,1,Saturday,Chevrolet,Urban,Monday,Aug,2,Male,Married
15149,Aug,4,Thursday,Toyota,Urban,Monday,Sep,2,Female,Single
12810,Oct,3,Friday,Accura,Rural,Monday,Oct,3,Male,Married
2274,Apr,3,Wednesday,Saab,Urban,Thursday,Apr,3,Male,Married
13376,Jan,3,Wednesday,Pontiac,Urban,Wednesday,Jan,3,Male,Married
1783,Jan,3,Wednesday,Mazda,Urban,Friday,Jan,5,Male,Married
183,Dec,2,Sunday,Toyota,Urban,Tuesday,Feb,1,Male,Married
5377,Jan,3,Wednesday,Pontiac,Urban,Tuesday,Feb,2,Male,Married
11748,Feb,4,Monday,Pontiac,Urban,Wednesday,Mar,1,Male,Married
13648,Sep,1,Saturday,Saab,Urban,Tuesday,Sep,1,Male,Married
976,Oct,2,Thursday,Mazda,Rural,Monday,Oct,3,Male,Married
4346,Mar,5,Friday,Pontiac,Urban,Tuesday,May,4,Male,Single
593,Nov,3,Monday,Honda,Urban,Tuesday,Nov,3,Male,Married
7480,Apr,5,Saturday,Honda,Urban,Wednesday,May,2,Male,Single
15218,Jan,2,Monday,Mazda,Urban,Tuesday,Jan,2,Male,Married
7146,Apr,5,Friday,Pontiac,Rural,Monday,May,1,Male,Divorced
11099,Nov,2,Sunday,Chevrolet,Urban,Monday,Nov,3,Male,Single
5791,Apr,4,Monday,Honda,Urban,Wednesday,Apr,4,Male,Married
4752,Nov,1,Friday,Pontiac,Urban,Monday,Nov,2,Male,Married
12640,Feb,3,Monday,Mazda,Urban,Friday,Feb,4,Male,Married
6839,Apr,3,Friday,Honda,Urban,Thursday,Apr,4,Female,Single
4961,Jun,2,Friday,Pontiac,Urban,Wednesday,Jun,3,Male,Single
11885,Jun,4,Saturday,Toyota,Urban,Tuesday,Jun,4,Male,Married
755,Apr,2,Friday,Mazda,Urban,Monday,Apr,2,Male,Single
10439,Mar,1,Wednesday,Pontiac,Rural,Tuesday,Mar,2,Female,Married
11968,Dec,4,Tuesday,Pontiac,Urban,Monday,Jan,1,Male,Married
1494,Jul,3,Monday,Honda,Urban,Monday,Jul,3,Male,Married
9159,Apr,5,Thursday,Chevrolet,Urban,Wednesday,May,1,Male,Married
862,Aug,1,Wednesday,Mazda,Urban,Friday,Aug,1,Male,Married
5838,Aug,4,Sunday,Saab,Urban,Wednesday,Aug,4,Male,Single
11422,Oct,4,Tuesday,Pontiac,Urban,Tuesday,Oct,4,Male,Married
13740,Jan,2,Friday,Chevrolet,Urban,Wednesday,Jan,3,Male,Married
9233,Apr,3,Saturday,Toyota,Urban,Tuesday,Apr,3,Male,Married
6125,May,4,Sunday,Pontiac,Urban,Monday,May,4,Male,Married
2433,Mar,5,Wednesday,Chevrolet,Urban,Monday,Apr,2,Male,Married
7944,Oct,3,Saturday,Toyota,Urban,Tuesday,Oct,4,Male,Married
5257,Nov,3,Tuesday,Pontiac,Urban,Friday,Nov,4,Male,Married
9642,Dec,2,Saturday,Pontiac,Urban,Monday,Dec,2,Male,Single
6298,Nov,2,Friday,Chevrolet,Urban,Friday,Nov,2,Male,Married
10526,Oct,4,Monday,Pontiac,Urban,Wednesday,Oct,4,Male,Married
15048,Apr,1,Saturday,Chevrolet,Rural,Thursday,May,4,Male,Married
13132,Apr,5,Thursday,Pontiac,Urban,Friday,Apr,5,Male,Single
12014,May,2,Sunday,Chevrolet,Urban,Monday,May,2,Male,Married
15303,Feb,2,Friday,Honda,Urban,Friday,Feb,4,Male,Married
1119,Aug,3,Thursday,VW,Urban,Wednesday,Aug,4,Male,Single
9651,Aug,1,Wednesday,VW,Urban,Monday,Aug,2,Male,Single
1291,Feb,4,Thursday,Toyota,Urban,Friday,Feb,4,Male,Married
10887,Sep,3,Wednesday,Mazda,Urban,Thursday,Sep,4,Male,Married
14739,Jan,3,Thursday,Pontiac,Urban,Tuesday,Mar,1,Male,Married
5026,Jul,3,Monday,Chevrolet,Urban,Monday,Jul,3,Male,Married
306,Apr,1,Tuesday,Honda,Urban,Tuesday,Apr,1,Male,Married
4950,Apr,1,Monday,Pontiac,Urban,Monday,Apr,2,Male,Single
9889,Nov,4,Wednesday,Mazda,Urban,Monday,Nov,5,Male,Married
10078,Sep,5,Saturday,Toyota,Urban,Monday,Oct,1,Male,Married
15216,Jan,2,Monday,Pontiac,Rural,Monday,Jan,2,Male,Married
2540,Mar,4,Thursday,Accura,Urban,Friday,Mar,4,Male,Married
14614,Aug,2,Monday,Toyota,Urban,Tuesday,Aug,2,Male,Single
14387,Sep,1,Saturday,Toyota,Urban,Friday,Sep,3,Female,Married
9293,Aug,1,Saturday,Honda,Urban,Tuesday,Aug,2,Male,Single
8533,Dec,2,Sunday,Toyota,Rural,Tuesday,Dec,2,Male,Single
10617,Mar,5,Wednesday,Ford,Urban,Wednesday,Apr,1,Male,Married
3377,Jul,2,Thursday,Honda,Urban,Wednesday,Jul,3,Male,Single
13542,Jan,4,Saturday,Mazda,Rural,Monday,Jan,4,Male,Married
12189,Jul,2,Sunday,Pontiac,Rural,Thursday,Jul,3,Male,Single
9027,Mar,3,Wednesday,Toyota,Urban,Friday,Mar,3,Male,Married
8014,Aug,5,Wednesday,Pontiac,Urban,Monday,Sep,1,Male,Single
6178,Oct,3,Friday,Toyota,Urban,Friday,Oct,3,Male,Married
8843,Jul,4,Wednesday,Toyota,Urban,Tuesday,Aug,2,Male,Married
11929,Jan,2,Monday,Honda,Urban,Thursday,Jan,2,Male,Married
3372,Jun,3,Wednesday,Pontiac,Urban,Wednesday,Jun,3,Male,Married
7202,Jun,2,Monday,Toyota,Urban,Monday,Jun,2,Male,Married
440,Aug,1,Saturday,Pontiac,Urban,Thursday,Aug,2,Male,Single
9593,Apr,3,Monday,Pontiac,Urban,Tuesday,Apr,3,Male,Married
1039,Mar,4,Thursday,Chevrolet,Urban,Friday,Apr,1,Female,Single
19,Apr,4,Monday,Honda,Urban,Tuesday,May,1,Male,Married
6389,Apr,1,Tuesday,Mazda,Urban,Monday,Apr,4,Male,Single
1509,May,3,Thursday,Chevrolet,Urban,Thursday,May,3,Male,Married
6811,Feb,3,Friday,Toyota,Rural,Monday,Feb,4,Male,Single
1652,Oct,2,Wednesday,Chevrolet,Rural,Monday,Dec,2,Male,Married
11415,Dec,4,Saturday,Pontiac,Urban,Tuesday,Dec,4,Male,Married
11066,Aug,1,Tuesday,Pontiac,Urban,Tuesday,Aug,1,Male,Single
10140,Jun,1,Saturday,Honda,Urban,Tuesday,Jun,1,Male,Married
12871,Mar,2,Tuesday,Toyota,Urban,Wednesday,Mar,4,Male,Married
9693,Oct,5,Saturday,Honda,Urban,Wednesday,Nov,1,Male,Married
2985,Mar,1,Wednesday,Chevrolet,Urban,Friday,Mar,1,Female,Married
9182,Sep,2,Tuesday,Honda,Urban,Friday,Sep,4,Male,Married
6463,Dec,4,Tuesday,Toyota,Urban,Thursday,Dec,5,Male,Married
10611,Mar,1,Monday,Pontiac,Urban,Wednesday,Mar,2,Male,Married
3873,Mar,4,Saturday,Mazda,Urban,Friday,Apr,1,Male,Married
10481,Oct,1,Sunday,Toyota,Urban,Wednesday,Oct,1,Female,Single
15188,Aug,3,Monday,Toyota,Urban,Thursday,Aug,3,Male,Married
4773,Apr,4,Monday,Honda,Urban,Monday,Apr,4,Male,Single
8131,Nov,4,Monday,Pontiac,Urban,Thursday,Nov,4,Male,Married
5356,Jan,1,Thursday,Pontiac,Urban,Monday,Jan,2,Male,Single
15034,Dec,4,Friday,Mazda,Urban,Thursday,Dec,5,Female,Single
14798,Jun,2,Monday,Ford,Urban,Tuesday,Jun,3,Male,Married
7731,Sep,3,Friday,Toyota,Rural,Monday,Dec,1,Female,Single
11090,Mar,3,Sunday,Honda,Urban,Monday,Apr,1,Male,Married
5376,Jan,4,Wednesday,Chevrolet,Urban,Wednesday,Apr,3,Male,Single
11675,Apr,3,Thursday,Honda,Urban,Monday,Apr,4,Female,Married
13414,Dec,3,Friday,Chevrolet,Urban,Tuesday,Dec,4,Male,Married
14040,May,3,Sunday,Toyota,Urban,Friday,May,3,Male,Married
1958,Jan,1,Saturday,Honda,Urban,Tuesday,Jan,3,Male,Single
4202,Jun,1,Friday,Mazda,Urban,Monday,Jul,1,Male,Married
13832,Mar,1,Friday,Toyota,Urban,Wednesday,Mar,2,Male,Married
7421,Jul,4,Friday,Honda,Urban,Friday,Jul,5,Male,Single
14266,Nov,5,Tuesday,Honda,Urban,Tuesday,Nov,5,Male,Single
9879,Feb,1,Sunday,Honda,Urban,Thursday,Feb,2,Male,Married
6177,Sep,1,Monday,Honda,Rural,Tuesday,Sep,1,Male,Single
153,Sep,4,Tuesday,Honda,Urban,Monday,Oct,1,Male,Married
1482,Feb,4,Tuesday,Dodge,Urban,Thursday,Mar,1,Male,Married
3996,Apr,4,Friday,Dodge,Urban,Tuesday,Apr,4,Male,Married
3968,Feb,1,Friday,Pontiac,Urban,Friday,Feb,1,Male,Single
3476,May,2,Sunday,Ford,Urban,Tuesday,May,3,Male,Married
3705,Jan,3,Wednesday,Ford,Urban,Friday,Jan,4,Male,Married
3773,Apr,3,Friday,Chevrolet,Urban,Friday,Apr,5,Male,Married
11074,Mar,3,Tuesday,Pontiac,Urban,Tuesday,Mar,5,Male,Married
4892,Sep,5,Friday,Pontiac,Rural,Monday,Oct,2,Male,Married
1072,Feb,1,Saturday,Honda,Urban,Monday,Feb,3,Male,Single
9788,Nov,5,Tuesday,Toyota,Urban,Wednesday,Dec,4,Male,Single
3799,Jul,1,Tuesday,Pontiac,Urban,Tuesday,Jul,1,Male,Married
2751,Mar,3,Sunday,Toyota,Urban,Tuesday,Mar,4,Male,Single
9305,Apr,1,Monday,Honda,Urban,Monday,Apr,1,Male,Single
5199,Jun,4,Monday,Honda,Urban,Wednesday,Jun,5,Male,Married
9890,Nov,1,Thursday,Toyota,Urban,Monday,Nov,2,Male,Single
8354,Oct,5,Monday,Mazda,Urban,Friday,Nov,1,Female,Married
12743,Nov,3,Friday,Toyota,Urban,Monday,Nov,4,Male,Single
4697,Sep,2,Friday,Pontiac,Urban,Thursday,Sep,3,Male,Single
6285,Aug,4,Friday,Honda,Urban,Tuesday,Aug,5,Male,Married
11222,Apr,2,Saturday,Pontiac,Urban,Monday,Apr,2,Female,Married
9170,May,1,Sunday,Toyota,Urban,Thursday,May,1,Male,Single
9339,Mar,3,Wednesday,Chevrolet,Urban,Monday,Nov,4,Male,Single
519,Jan,4,Monday,Toyota,Rural,Thursday,Feb,4,Male,Married
9943,Sep,4,Sunday,Mazda,Urban,Wednesday,Oct,1,Male,Married
4841,Oct,3,Thursday,Chevrolet,Urban,Wednesday,Dec,3,Male,Married
8721,Jan,2,Wednesday,Pontiac,Urban,Friday,Jan,4,Male,Single
1660,Mar,1,Tuesday,Pontiac,Rural,Wednesday,Mar,2,Male,Married
9442,May,1,Tuesday,Accura,Urban,Tuesday,May,1,Male,Married
14874,May,1,Sunday,VW,Urban,Wednesday,May,1,Male,Married
2802,Apr,2,Tuesday,Chevrolet,Rural,Monday,Apr,3,Male,Married
4899,Jan,2,Wednesday,Toyota,Urban,Wednesday,Jan,2,Male,Single
5896,Aug,4,Wednesday,Honda,Urban,Friday,Aug,4,Male,Single
6103,Dec,1,Friday,Mazda,Urban,Monday,Dec,1,Male,Married
5349,Dec,5,Friday,Mazda,Rural,Thursday,Jan,2,Male,Married
15221,Dec,4,Sunday,Pontiac,Urban,Tuesday,Jan,1,Male,Married
14398,Apr,1,Sunday,Chevrolet,Urban,Tuesday,Jun,2,Male,Married
14686,Mar,1,Thursday,Toyota,Urban,Friday,Mar,1,Female,Single
2879,Jul,2,Sunday,Toyota,Urban,Tuesday,Jul,3,Male,Single
14856,Dec,3,Saturday,Pontiac,Urban,Thursday,Dec,4,Male,Married
2234,Feb,3,Saturday,Mazda,Urban,Wednesday,Mar,2,Female,Single
5964,Aug,4,Saturday,Mazda,Urban,Wednesday,Mar,2,Male,Married
5106,Jun,1,Wednesday,Mazda,Urban,Friday,Jun,1,Female,Married
6366,Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Single
9829,Oct,2,Saturday,Toyota,Urban,Tuesday,Apr,4,Male,Married
10410,Feb,2,Wednesday,Toyota,Rural,Thursday,Feb,2,Male,Married
4056,Oct,5,Monday,Ford,Urban,Sunday,Feb,2,Male,Married
14745,Dec,1,Monday,Honda,Urban,Thursday,Dec,3,Male,Married
506,Mar,1,Thursday,Toyota,Urban,Thursday,Mar,1,Male,Single
11425,Sep,2,Saturday,Pontiac,Urban,Tuesday,Sep,2,Male,Single
9457,Feb,4,Wednesday,Honda,Urban,Sunday,Mar,2,Male,Married
8449,Sep,3,Tuesday,Mazda,Urban,Tuesday,Sep,3,Male,Married
7707,Oct,1,Wednesday,Toyota,Urban,Friday,Oct,2,Male,Married
6498,Mar,4,Wednesday,Chevrolet,Urban,Friday,May,3,Male,Single
15270,Aug,5,Wednesday,Honda,Urban,Friday,Sep,1,Male,Married
6917,May,1,Thursday,Chevrolet,Urban,Monday,May,2,Male,Married
5925,Jul,3,Saturday,Accura,Urban,Monday,Jul,3,Male,Married
142,Feb,5,Monday,Chevrolet,Urban,Friday,Mar,1,Male,Married
3663,Jan,1,Thursday,Toyota,Urban,Friday,Jan,2,Male,Single
10415,Mar,2,Monday,Pontiac,Urban,Monday,Mar,2,Male,Married
1001,May,1,Wednesday,Pontiac,Urban,Monday,May,2,Female,Single
5168,Jun,2,Wednesday,Honda,Urban,Friday,Jun,2,Male,Single
15232,Dec,3,Monday,Mazda,Urban,Monday,Jan,2,Female,Single
9763,May,3,Wednesday,Toyota,Urban,Thursday,May,3,Male,Married
11195,Nov,2,Thursday,Chevrolet,Rural,Friday,Nov,2,Male,Single
10062,Nov,4,Wednesday,Pontiac,Urban,Tuesday,Dec,2,Male,Married
6194,Aug,5,Wednesday,Toyota,Urban,Monday,Sep,1,Male,Married
14557,Feb,1,Friday,Honda,Urban,Tuesday,Apr,1,Male,Married
2987,Mar,2,Friday,Pontiac,Urban,Monday,Mar,5,Male,Married
9148,Jun,2,Saturday,Toyota,Urban,Wednesday,Jun,3,Male,Married
5680,Dec,2,Monday,Pontiac,Urban,Tuesday,Dec,2,Male,Married
15118,Sep,4,Monday,Toyota,Urban,Tuesday,Sep,4,Female,Married
3611,Jan,3,Tuesday,Honda,Urban,Tuesday,Jan,3,Male,Single
12048,Feb,1,Tuesday,Pontiac,Urban,Monday,Feb,3,Male,Married
10371,Dec,2,Tuesday,Pontiac,Urban,Tuesday,Jan,2,Male,Married
6865,Apr,1,Friday,Toyota,Urban,Tuesday,Apr,1,Male,Single
9762,Mar,2,Saturday,Honda,Urban,Thursday,Mar,3,Male,Single
12271,Jun,1,Wednesday,Pontiac,Urban,Wednesday,Jun,4,Male,Single
3269,May,1,Friday,Chevrolet,Urban,Wednesday,May,3,Male,Married
6109,Sep,1,Saturday,Mazda,Urban,Friday,Sep,4,Male,Single
4902,Sep,2,Tuesday,Mercury,Urban,Friday,Sep,3,Male,Married
8873,Dec,4,Tuesday,Toyota,Urban,Thursday,Jan,1,Male,Single
8718,Jan,2,Tuesday,Saturn,Urban,Friday,Jan,3,Male,Single
12875,Dec,1,Monday,Chevrolet,Urban,Monday,Dec,1,Female,Single
298,Jan,3,Saturday,Honda,Urban,Monday,Jan,4,Male,Married
587,Jul,4,Monday,Pontiac,Urban,Tuesday,Aug,1,Male,Married
11840,Mar,2,Monday,Toyota,Urban,Tuesday,Mar,3,Male,Married
13526,Nov,4,Tuesday,VW,Urban,Wednesday,Nov,4,Female,Divorced
6841,Mar,3,Monday,Pontiac,Urban,Friday,Apr,1,Male,Single
9572,Dec,2,Sunday,Honda,Urban,Monday,Dec,2,Male,Married
7127,Apr,1,Monday,Pontiac,Urban,Monday,Apr,1,Male,Single
7746,Nov,3,Saturday,Toyota,Urban,Wednesday,Nov,4,Male,Married
4524,Mar,1,Wednesday,Honda,Urban,Wednesday,Mar,2,Male,Single
6855,Jun,3,Saturday,Honda,Urban,Tuesday,Jun,3,Male,Married
8499,Feb,2,Monday,Honda,Rural,Tuesday,Feb,2,Male,Single
13177,Aug,2,Saturday,Pontiac,Urban,Thursday,Aug,3,Male,Single
12269,Jul,4,Tuesday,Honda,Rural,Wednesday,Jul,4,Male,Married
2294,Nov,1,Friday,Nisson,Urban,Wednesday,Nov,2,Male,Married
8255,Jul,2,Wednesday,Toyota,Urban,Tuesday,Jul,3,Male,Married
8392,Oct,1,Tuesday,Pontiac,Urban,Friday,Oct,1,Male,Married
919,May,5,Tuesday,Chevrolet,Urban,Wednesday,Jun,1,Male,Married
13360,Jul,1,Thursday,Honda,Urban,Thursday,Jul,1,Male,Single
4802,Apr,5,Saturday,Ford,Urban,Tuesday,May,2,Male,Married
12110,May,3,Wednesday,Chevrolet,Urban,Wednesday,May,4,Female,Single
6001,Aug,5,Monday,Toyota,Urban,Wednesday,Sep,2,Male,Married
4059,Aug,3,Sunday,Honda,Urban,Wednesday,Aug,3,Female,Single
4147,Jun,5,Thursday,Toyota,Urban,Tuesday,Jul,1,Male,Married
